gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat
경기도 화성시,경기도 화성시 장안면 독정리 1289,도시계획도로,7.5,3.6,N,N,126.8742409,37.07811671
경기도 화성시,경기도 화성시 팔탄면 노하리 1155,시도60호선,7.5,3.6,N,N,126.8434994,37.15105554
경기도 화성시,경기도 화성시 장안면 독정리 938-1,시도 72호선,7.5,3.6,N,N,126.8474759,37.0670377
경기도 화성시,경기도 화성시 송산면 삼존리 203-18번지,도시계획도로,7.5,3.6,N,N,126.7366639,37.21665576
경기도 화성시,경기도 화성시 장안면 금의리 761-4번지,도시계획도로,7.5,3.6,N,N,126.8404219,37.11179287
경기도 화성시,경기도 화성시 서신면 전곡리 1117-1번지,도시계획도로,7.5,3.6,N,N,126.6740217,37.18247853
경기도 화성시,경기도 화성시 향남읍 행정리 496-16번지,생활도로,7.5,3.6,N,N,126.9201664,37.12349047
경기도 화성시,경기도 화성시 비봉면 양노리 710-1번지,시도 3호선,7.5,3.6,N,N,126.858897,37.21918324
경기도 화성시,경기도 화성시 팔탄면 하저리 547-1번지,리도 202호선,7.5,3.6,N,N,126.8720212,37.18735311
경기도 화성시,경기도 화성시 마도면 두곡리 113번지,비법정도로,7.5,3.6,N,N,126.7779397,37.21221097
경기도 화성시,경기도 화성시 향남읍 상신리 944-3,시도 59호선,7.5,3.6,N,N,126.8944935,37.09469836
경기도 화성시,경기도 화성시 장안면 석포리 665-50번지,시도 60호선,7.5,3.6,N,N,126.8409598,37.13672391
경기도 화성시,경기도 화성시 서신면 전곡리 630-3번지,비법정도로,7.5,3.6,N,N,126.6728976,37.19361185
경기도 화성시,경기도 화성시 우정읍 석천리 686-2,면도 103호선,7.5,3.6,N,N,126.7816184,37.0400365
경기도 화성시,경기도 화성시 향남읍 발안리 산17,시도58호선,7.5,3.6,N,N,126.8937738,37.13374929
경기도 화성시,경기도 화성시 팔탄면 율암리 154-69,도시계획도로,7.5,3.6,N,N,126.8849384,37.17063867
경기도 화성시,경기도 화성시 남양읍 신외리 497-4,시도 4호선,7.5,3.6,N,N,126.8129699,37.26856877
경기도 화성시,경기도 화성시 향남읍 구문천리 334-3번지,도시계획도로,7.5,3.6,N,N,126.8917368,37.09041941
경기도 화성시,경기도 화성시 남양읍 북양리 527번지,시도 3호선,7.5,3.6,N,N,126.8571113,37.21310718
경기도 화성시,경기도 화성시 마도면 금당리 96-1,도시계획도로,7.5,3.6,N,N,126.7436158,37.19168729
경기도 화성시,경기도 화성시 장안면 수촌리 1084-1,리도209호선,7.5,3.6,N,N,126.8519958,37.10120257
경기도 화성시,경기도 화성시 양감면 사창리 365-6,시도 57호선,7.5,3.6,N,N,126.9785094,37.08703236
경기도 화성시,경기도 화성시 남양읍 장전리 404-10,비법정도로,7.5,3.6,N,N,126.8221117,37.26445637
경기도 화성시,경기도 화성시 남양읍 장전리 440-4,시도 4호선,7.5,3.6,N,N,126.8206929,37.26845476
경기도 화성시,경기도 화성시 향남읍 구문천리 334-3번지,도시계획도로,7.5,3.6,N,N,126.8917368,37.09041941
경기도 화성시,경기도 화성시 봉담읍 동화리 253-22,도시계획도로,7.5,3.6,N,N,126.9611262,37.2214636
경기도 화성시,경기도 화성시 팔탄면 기천리 165-21번지,비법정도로,7.5,3.6,N,N,126.8988393,37.19255809
경기도 화성시,경기도 화성시 양감면 사창리 983번지,면도102호선,7.5,3.6,N,N,126.9707864,37.0867241
경기도 화성시,경기도 화성시 팔탄면 율암리 154-69,도시계획도로,7.5,3.6,N,N,126.8849384,37.17063867
경기도 화성시,경기도 화성시 양감면 사창리 401-1번지,도시계획도로,7.5,3.6,N,N,126.9713636,37.09109856
경기도 화성시,경기도 화성시 우정읍 이화리 1104-6번지,비법정도로,7.5,3.6,N,N,126.7945643,37.02716071
경기도 화성시,경기도 화성시 장안면 석포리 775번지,리도 202호선,7.5,3.6,N,N,126.8239016,37.143145
경기도 화성시,경기도 화성시 매송면 어천리 223,농도 303호선,7.5,3.6,N,N,126.9196276,37.25393295
경기도 화성시,경기도 화성시 남양읍 신외리 631-2,시도 19호선,7.5,3.6,N,N,126.8166945,37.26687174
경기도 화성시,경기도 화성시 마도면 석교리 243-2,리도 201호선,7.5,3.6,N,N,126.7702164,37.20501396
경기도 화성시,경기도 화성시 서신면 상안리 879-11,도시계획도로,7.5,3.6,N,N,126.7015062,37.16866523
경기도 화성시,경기도 화성시 마도면 청원리 228-38,리도205호선,7.5,3.6,N,N,126.7620894,37.1872391
경기도 화성시,경기도 화성시 장안면 노진리 949,비법정도로,7.5,3.6,N,N,126.8147559,37.04404032
경기도 화성시,경기도 화성시 송산면 봉가리 473-1번지,리도 206호선,7.5,3.6,N,N,126.7391964,37.20913644
경기도 화성시,경기도 화성시 향남읍 증거리 196-1,리도 209호선,7.5,3.6,N,N,126.9772883,37.13950038
경기도 화성시,경기도 화성시 장안면 독정리 493-2,도시계획도로,7.5,3.6,N,N,126.8533586,37.07173076
경기도 화성시,경기도 화성시 우정읍 조암리 205-12번지,도시계획도로,7.5,3.6,N,N,126.8178487,37.08739429
경기도 화성시,경기도 화성시 남양읍 활초리 230-72,시도 22호선,7.5,3.6,N,N,126.8307224,37.18610626
경기도 화성시,경기도 화성시 장안면 수촌리 75-2,시도 54호선,7.5,3.6,N,N,126.862024,37.09236655
경기도 화성시,경기도 화성시 우정읍 주곡리 831-22번지,시도 2호선,7.5,3.6,N,N,126.8171745,37.12240116
경기도 화성시,경기도 화성시 장안면 장안리 1556,농도 301호선,7.5,3.6,N,N,126.8531065,37.03981488
경기도 화성시,경기도 화성시 송산면 육일리 산77번지,리도 208호선,7.5,3.6,N,N,126.7200411,37.19679803
경기도 화성시,경기도 화성시 향남읍 평리 59-14번지 명성로즈빌,도시계획도호,7.5,3.6,N,N,126.9134518,37.13294929
경기도 화성시,경기도 화성시 남양읍 남양리 2057번지,도시계획도로,7.5,3.6,N,N,126.8302382,37.20343955
경기도 화성시,경기도 화성시 양감면 사창리 431-4 (남부),면도 101호선,7.5,3.6,N,N,126.9705448,37.09086895
경기도 화성시,경기도 화성시 장안면 석포리 675-22,시도 60호선,7.5,3.6,N,N,126.8408892,37.13460789
경기도 화성시,경기도 화성시 향남읍 평리 115-10번지,비법정도로,7.5,3.6,N,N,126.9078653,37.13180377
경기도 화성시,경기도 화성시 비봉면 자안리 680번지,리도 201호선,7.5,3.6,N,N,126.875075,37.19959222
경기도 화성시,경기도 화성시 남양읍 활초리 180번지,비법정도로,7.5,3.6,N,N,126.8366602,37.18168891
경기도 화성시,경기도 화성시 매송면 원리 425-15,시도 78호선,7.5,3.6,N,N,126.8774094,37.27728644
경기도 화성시,경기도 화성시 우정읍 매향리 627-1,시도 86호선,7.5,3.6,N,N,126.7666504,37.049649
경기도 화성시,경기도 화성시 매송면 숙곡리 113-2,농도 303호선,7.5,3.6,N,N,126.9119281,37.26398278
경기도 화성시,경기도 화성시 남양읍 원천리 537,시도 1호선,7.5,3.6,N,N,126.7972249,37.22526597
경기도 화성시,경기도 화성시 봉담읍 분천리 98-1,시도 64호선,7.5,3.6,N,N,126.9633433,37.20468705
경기도 화성시,경기도 화성시 우정읍 호곡리 600번지,비법정도로,7.5,3.6,N,N,126.7729781,37.11791978
경기도 화성시,경기도 화성시 향남읍 발안리 1-4번지,시도58호선,7.5,3.6,N,N,126.8938576,37.13350875
경기도 화성시,경기도 화성시 서신면 광평리 399-1,도시계획도로,7.5,3.6,N,N,126.6883979,37.17474022
경기도 화성시,경기도 화성시 비봉면 남전리 303번지,리도209호선,7.5,3.6,N,N,126.8343345,37.24511598
경기도 화성시,경기도 화성시 양감면 송산리 산62-8,시도57호선,7.5,3.6,N,N,126.9777917,37.11483874
경기도 화성시,경기도 화성시 마도면 슬항리 393번지,리도201호선,7.5,3.6,N,N,126.7571929,37.20005648
경기도 화성시,경기도 화성시 봉담읍 마하리 324-1,시도1호선,7.5,3.6,N,N,126.948124,37.17466732
경기도 화성시,경기도 화성시 팔탄면 율암리 154-69,도시계획도로,7.5,3.6,N,N,126.8849384,37.17063867
경기도 화성시,경기도 화성시 마도면 송정리 138-4번지,시도1호선,7.5,3.6,N,N,126.7927784,37.22178149
경기도 화성시,경기도 화성시 남양읍 남양리 1865-22,도시계획도로,7.5,3.6,N,N,126.8110766,37.20598903
경기도 화성시,경기도 화성시 남양읍 남양리 1865-22,도시계획도로,7.5,3.6,N,N,126.8110766,37.20598903
경기도 화성시,경기도 화성시 남양읍 남양리 1868-56,도시계획도로,7.5,3.6,N,N,126.8041623,37.20513066
경기도 화성시,경기도 화성시 남양읍 원천리 221-5,시도1호선,7.5,3.6,N,N,126.8053592,37.22996519
경기도 화성시,경기도 화성시 남양읍 원천리 249-8,도시계획도로,7.5,3.6,N,N,126.8070485,37.2303194
경기도 화성시,경기도 화성시 남양읍 원천리 253-2번지,도시계획도로,7.5,3.6,N,N,126.8068333,37.23048187
경기도 화성시,경기도 화성시 남양읍 원천리 253-2번지,도시계획도로,7.5,3.6,N,N,126.8068333,37.23048187
경기도 화성시,경기도 화성시 마도면 금당리 1145,도시계획도로,7.5,3.6,N,N,126.7469189,37.19073937
경기도 화성시,경기도 화성시 마도면 백곡리 242-3,리도 206호선,7.5,3.6,N,N,126.7252538,37.18969043
경기도 화성시,경기도 화성시 매송면 송라리 569-2,시도78호선,7.5,3.6,N,N,126.8866251,37.27481803
경기도 화성시,경기도 화성시 비봉면 쌍학리 360-6,도시계획도로,7.5,3.6,N,N,126.8914288,37.23624053
경기도 화성시,경기도 화성시 비봉면 양노리 825-5,시도78호선,7.5,3.6,N,N,126.8724409,37.21610104
경기도 화성시,경기도 화성시 비봉면 청요리 595-1번지,도시계획도로,7.5,3.6,N,N,126.8928022,37.20213622
경기도 화성시,경기도 화성시 양감면 대양리 1505-1,도시계획도로,7.5,3.6,N,N,126.9466808,37.08584116
경기도 하남시,경기도 하남시 천현동 585,천현동 585,10.0,3.6,Y,N,127.2156999,37.5328999
경기도 하남시,경기도 하남시 상산곡동 164-9,상산곡동 164-9,7.5,2.7,N,N,127.2336999,37.4930999
경기도 하남시,경기도 하남시 항동 228-6,항동 228-6,10.0,3.6,N,N,127.1912999,37.5038999
경기도 하남시,경기도 하남시 항동 568-10,항동 568-10,10.0,3.6,N,N,127.1908999,37.5033999
경기도 하남시,경기도 하남시 항동 578,항동 578,7.5,2.2,N,N,127.1861999,37.4976999
경기도 하남시,경기도 하남시 항동 577,항동 577,7.5,2.7,N,N,127.1863999,37.4977999
경기도 하남시,경기도 하남시 항동 353-9,항동 353-9,10.0,3.6,N,N,127.1894999,37.5014999
경기도 하남시,경기도 하남시 항동 246-1,항동 246-1,10.0,3.6,N,N,127.1915999,37.5033999
경기도 하남시,경기도 하남시 상사창동 62-4,상사창동 62-4,10.0,3.6,N,N,127.1921999,37.5038999
경기도 하남시,경기도 하남시 항동 228-11,항동 228-11,10.0,3.6,Y,N,127.1921999,37.5040999
경기도 하남시,경기도 하남시 창우동 산1-7번지,창우동 산1-7,10.0,3.6,N,N,127.2354034,37.54057248
경기도 하남시,경기도 하남시 창우동 산1-12,창우동 산1-12 1,10.0,3.6,N,N,127.2347999,37.5402999
경기도 하남시,경기도 하남시 상산곡동 166-6,상산곡동 166-6,7.5,3.4,N,N,127.2331999,37.4927999
경기도 하남시,경기도 하남시 창우동 21-5번지,창우동 21-5,10.0,3.6,N,N,127.2359314,37.53862527
경기도 하남시,경기도 하남시 창우동 산1-12,창우동 산1-12 2,10.0,3.6,N,N,127.2347999,37.5402999
경기도 하남시,경기도 하남시 창우동 245-2,창우동 245-2,10.0,3.6,N,N,127.2331999,37.5386999
경기도 하남시,경기도 하남시 창우동 250-6,창우동 250-6,10.0,3.6,Y,N,127.2324999,37.5381999
경기도 하남시,경기도 하남시 창우동 249-4,창우동 249-4,10.0,3.6,Y,N,127.2308999,37.5378999
경기도 하남시,경기도 하남시 창우동 249-4,창우동 536,7.5,3.2,Y,N,127.2306993,37.53776762
경기도 하남시,경기도 하남시 창우동 249-4,창우동 536 1 (전력공사후문),10.0,3.6,Y,N,127.2306993,37.53776762
경기도 하남시,경기도 하남시 창우동 249-4,창우동 536 2 (전력공사 정문),10.0,3.6,Y,N,127.2306993,37.53776762
경기도 하남시,경기도 하남시 창우동 304-1번지,창우동 536 3 (애니메이션고 후문),7.5,3.2,Y,N,127.227267,37.5338552
경기도 하남시,경기도 하남시 창우동 284-2,창우동 284-2,10.0,3.6,Y,N,127.2281999,37.5348999
경기도 하남시,경기도 하남시 상산곡동 145-2번지,상산곡동 145-10,10.0,3.6,N,N,127.234525,37.4957041
경기도 하남시,경기도 하남시 창우동 304-1번지,창우동 304-1,10.0,3.6,N,N,127.227267,37.5338552
경기도 하남시,경기도 하남시 하사창동 442-13,하사창동 442-13,0.0,3.6,Y,N,127.1985999,37.5165999
경기도 하남시,경기도 하남시 하사창동 277-2,하사창동 277-2,10.0,3.6,Y,N,127.1991999,37.5174999
경기도 하남시,경기도 하남시 하사창동 276-4,하사창동 276-4,10.0,3.6,Y,N,127.1991999,37.5174999
경기도 하남시,경기도 하남시 하사창동 250-5,하사창동 250-5,10.0,3.6,Y,N,127.1994999,37.5178999
경기도 하남시,경기도 하남시 상사창동 468-5,상사창동 468-5,10.0,3.6,Y,N,127.1962999,37.5105999
경기도 하남시,경기도 하남시 상사창동 92-1,상사창동 92-1,7.5,3.2,N,N,127.1975999,37.5067999
경기도 하남시,경기도 하남시 상사창동 95-8,상사창동 95-8,7.5,3.0,N,N,127.1982999,37.5070999
경기도 하남시,경기도 하남시 하사창동 454-2,하사창동 454-2,10.0,3.6,N,N,127.2009999,37.5095999
경기도 하남시,경기도 하남시 하사창동 81-1,하사창동 81-1,10.0,3.6,N,N,127.2007999,37.5094999
경기도 하남시,경기도 하남시 하산곡동 420-11,하산곡동 420-11,10.0,3.6,N,N,127.2319999,37.5025999
경기도 하남시,경기도 하남시 하사창동 454-1,하사창동 454-1,10.0,3.6,N,N,127.2005999,37.5096999
경기도 하남시,경기도 하남시 하사창동 454-2,하사창동 454-2,10.0,3.6,N,N,127.2022999,37.5091999
경기도 하남시,경기도 하남시 하사창동 57,하사창동 57,7.5,2.7,N,N,127.2001999,37.5097999
경기도 하남시,경기도 하남시 하사창동 454,하사창동 454,7.5,2.8,N,N,127.2009999,37.5096999
경기도 하남시,경기도 하남시 하사창동 339-2번지,하사창동 339-2,10.0,3.6,N,N,127.2015124,37.51190767
경기도 하남시,경기도 하남시 하사창동 449,하사창동 449,10.0,3.6,N,N,127.2010999,37.5136999
경기도 하남시,경기도 하남시 하사창동 337-3,하사창동 337-3,10.0,3.6,N,N,127.2011999,37.5129999
경기도 하남시,경기도 하남시 하사창동 447,하사창동 447,7.5,2.9,N,N,127.2010999,37.5136999
경기도 하남시,경기도 하남시 하사창동 330-3,하사창동 330-3,10.0,3.6,N,N,127.2012999,37.5140999
경기도 하남시,경기도 하남시 하사창동 367-1,하사창동 367-1,10.0,3.6,N,N,127.2013999,37.5145999
경기도 하남시,경기도 하남시 하산곡동 518-3,하산곡동 518-3,10.0,3.6,N,N,127.2340999,37.5032999
경기도 하남시,경기도 하남시 초이동 163-18,초이동 163-18,0.0,3.6,N,N,127.1715999,37.5425999
경기도 하남시,경기도 하남시 하사창동 283-1번지,하사창동 283-1,10.0,3.6,N,N,127.1969999,37.5174999
경기도 하남시,경기도 하남시 춘궁동 432-2,춘궁동 432-2,7.5,2.5,N,N,127.1948999,37.5163999
경기도 하남시,경기도 하남시 초이동 97-3번지,초이동 97-3,10.0,3.6,N,N,127.1687999,37.541511
경기도 하남시,경기도 하남시 초이동 155-4,초이동 155-4,10.0,3.6,Y,N,127.1754999,37.5419999
경기도 하남시,경기도 하남시 초일동 395,초일동 395,10.0,3.6,N,N,127.1835999,37.5367999
경기도 하남시,경기도 하남시 초일동 152,초일동 152,10.0,3.8,N,N,127.1888999,37.5340999
경기도 하남시,경기도 하남시 초일동 154-12,초일동 154-12,10.0,3.9,Y,N,127.1884999,37.5342999
경기도 하남시,경기도 하남시 초일동 173-3,초일동 173-3,10.0,3.6,Y,N,127.1872999,37.5350999
경기도 하남시,경기도 하남시 초일동 192-2,초일동192-2,10.0,3.6,Y,N,127.1846999,37.5376999
경기도 하남시,경기도 하남시 하산곡동 429,하산곡동 429,10.0,3.6,N,N,127.2324999,37.5027999
경기도 하남시,경기도 하남시 초일동 산64-22,초일동 산64-22 1,10.0,3.9,Y,N,127.1821999,37.5391999
경기도 하남시,경기도 하남시 초일동 산64-22,초일동 산64-22 2,10.0,4.5,Y,N,127.1821999,37.5391999
경기도 하남시,경기도 하남시 초일동 산64-22,초일동 산64-22 3,10.0,4.2,Y,N,127.1821999,37.5391999
경기도 하남시,경기도 하남시 초일동 산64-22,초일동 산64-22 4,10.0,3.8,Y,N,127.1821999,37.5391999
경기도 하남시,경기도 하남시 초일동 산64-28,초일동 산64-28,10.0,3.9,Y,N,127.1803999,37.5395999
경기도 하남시,경기도 하남시 초일동 산64-25,초일동 산64-25,10.0,3.9,Y,N,127.1790999,37.5402999
경기도 하남시,경기도 하남시 광암동 368,광암동 368,10.0,3.6,Y,N,127.1729999,37.5308999
경기도 하남시,경기도 하남시 초이동 433-4,초이동 433-4,10.0,3.6,Y,N,127.1732999,37.5298999
경기도 하남시,경기도 하남시 광암동 110-5,광암동 110-5,10.0,3.6,Y,N,127.1746999,37.5263999
경기도 하남시,경기도 하남시 광암동 129-6,광암동 129-6,10.0,3.6,Y,N,127.1753999,37.5246999
경기도 하남시,경기도 하남시 하산곡동 518-7,하산곡동 518-7,10.0,3.6,N,N,127.2324999,37.5027999
경기도 하남시,경기도 하남시 광암동 299-1,광암동 299-1,10.0,3.6,Y,N,127.1662999,37.5160999
경기도 하남시,경기도 하남시 감일동 3-14,감일동 3-14,10.0,3.6,N,N,127.164514,37.5158542
경기도 하남시,경기도 하남시 감북동 472-2,감북동 472-2,10.0,3.6,N,N,127.1616999,37.5159999
경기도 하남시,경기도 하남시 감북동 326-5,감북동 326-5,10.0,5.0,N,N,127.1624999,37.5159999
경기도 하남시,경기도 하남시 감북동 산28-1,감북동 산28-1,10.0,4.6,N,N,127.1617999,37.5159999
경기도 하남시,경기도 하남시 감북동 343-1,감북동 343-1,10.0,4.7,N,N,127.1610999,37.5159999
경기도 하남시,경기도 하남시 감일동 14-26,감일동 14-26,10.0,3.6,N,N,127.1614999,37.5155999
경기도 하남시,경기도 하남시 감북동 350-1번지,감북동 470,10.0,3.6,Y,N,127.1587423,37.51955574
경기도 하남시,경기도 하남시 감북동 353-12,감북동 353-12 1,10.0,3.6,Y,N,127.1588999,37.5186999
경기도 하남시,경기도 하남시 감북동 353-12,감북동 353-12 2,10.0,3.6,Y,N,127.1588999,37.5186999
경기도 하남시,경기도 하남시 하산곡동 431-1,하산곡동 431-1,7.5,3.4,N,N,127.2337999,37.5033999
경기도 하남시,경기도 하남시 감북동 345-52,감북동 345-52,10.0,4.3,Y,N,127.1596999,37.5201999
경기도 하남시,경기도 하남시 감북동 286-12,감북동 286-12,10.0,4.3,Y,N,127.1598999,37.5206999
경기도 하남시,경기도 하남시 감북동 37-9,감북동 37-9,10.0,4.6,Y,N,127.1625999,37.5251999
경기도 하남시,경기도 하남시 초이동 504-2,초이동 504-2,10.0,4.6,Y,N,127.1628999,37.5256999
경기도 하남시,경기도 하남시 초이동 357-6,초이동 357-6,10.0,3.6,Y,N,127.1686999,37.5323999
경기도 하남시,경기도 하남시 초이동 337-7,초이동 337-7,10.0,3.6,Y,N,127.1701999,37.5329999
경기도 하남시,경기도 하남시 초이동 산5-2,초이동 산5-2,10.0,3.6,Y,N,127.1708999,37.5336999
경기도 하남시,경기도 하남시 초이동 319-29번지,초이동 319-29,10.0,3.6,Y,N,127.1708803,37.5346239
경기도 하남시,경기도 하남시 초이동 574,초이동 574,10.0,3.6,Y,N,127.1713999,37.5367999
경기도 하남시,경기도 하남시 초이동 251-8,초이동 251-8,10.0,3.6,Y,N,127.1713999,37.5389999
경기도 하남시,경기도 하남시 상산곡동 11,상산곡동 11,10.0,3.6,N,N,127.2342999,37.5032999
경기도 하남시,경기도 하남시 초이동 83-7,초이동 83-7,10.0,3.9,Y,N,127.1713999,37.5420999
경기도 하남시,경기도 하남시 초이동 78-1,초이동 78-1,10.0,3.6,Y,N,127.1718999,37.5438999
경기도 하남시,경기도 하남시 배알미동 산128-5,배알미동 산128-5,10.0,3.6,Y,N,127.2730999,37.5264999
경기도 하남시,경기도 하남시 배알미동 68-2,배알미동 68-2,10.0,3.6,Y,N,127.2717999,37.5266999
경기도 하남시,경기도 하남시 배알미동 산156-2,배알미동 산156-2,10.0,3.6,Y,N,127.2833999,37.5165999
경기도 하남시,경기도 하남시 배알미동 13번지,배알미동 29,10.0,3.6,Y,N,127.2785225,37.51491911
경기도 하남시,경기도 하남시 배알미동 13번지,배알미동 산155-3,10.0,4.0,N,N,127.2785225,37.51491911
경기도 하남시,경기도 하남시 배알미동 13번지,배알미동 산155-6,7.5,3.4,N,N,127.2785225,37.51491911
경기도 하남시,경기도 하남시 배알미동 180,배알미동 180,7.5,3.1,N,N,127.2779999,37.5151999
경기도 하남시,경기도 하남시 미사동 303-2,미사동303-2,10.0,3.6,N,N,127.2012999,37.5713999
경기도 하남시,경기도 하남시 상산곡동 9-2,상산곡동 9-2,10.0,3.6,N,N,127.2338957,37.50293822
경기도 하남시,경기도 하남시 미사동 305-2,미사동305-2,7.5,3.2,N,N,127.2015999,37.5717999
경기도 하남시,경기도 하남시 미사동 380-1,미사동380-1,10.0,3.6,N,N,127.2028999,37.5738999
경기도 하남시,경기도 하남시 미사동 367-3,미사동367-3,10.0,3.6,N,N,127.2029999,37.5740999
경기도 하남시,경기도 하남시 미사동 391-2,미사동391-2,10.0,3.6,N,N,127.2037999,37.5755999
경기도 하남시,경기도 하남시 미사동 392-7,미사동392-7,10.0,3.6,N,N,127.2040999,37.5758999
경기도 하남시,경기도 하남시 미사동 638,미사동638,10.0,3.6,N,N,127.2012999,37.5713999
경기도 하남시,경기도 하남시 미사동 316,미사동316,7.5,2.6,N,N,127.2003999,37.5716999
경기도 하남시,경기도 하남시 덕풍동 727-2,덕풍동 727-2 1,10.0,3.6,Y,N,127.2119999,37.5504999
경기도 하남시,경기도 하남시 덕풍동 727-2,덕풍동 727-2 2,10.0,3.6,Y,N,127.2119999,37.5504999
경기도 하남시,경기도 하남시 덕풍동 727-2,덕풍동 727-2 3,10.0,3.6,Y,N,127.2119999,37.5504999
경기도 하남시,경기도 하남시 상산곡동 497-3,상산곡동 497-3,7.5,2.8,N,N,127.2325999,37.4897999
경기도 하남시,경기도 하남시 상산곡동 산13-1번지,상산곡동 산13-1,7.5,2.2,N,N,127.2352199,37.5030543
경기도 하남시,경기도 하남시 덕풍동 727-2,덕풍도 727-2 4,10.0,3.6,Y,N,127.2119999,37.5504999
경기도 하남시,경기도 하남시 덕풍동 727-1,덕풍동727-1,10.0,3.6,Y,N,127.2119999,37.5504999
경기도 하남시,경기도 하남시 덕풍동 739번지,덕풍동739,10.0,3.6,Y,N,127.208415,37.5533658
경기도 하남시,경기도 하남시 덕풍동 761,덕풍동761,10.0,3.6,Y,N,127.1987999,37.5530999
경기도 하남시,경기도 하남시 덕풍동 760-2,덕풍동760-2,10.0,3.6,Y,N,127.1974999,37.5538999
경기도 하남시,경기도 하남시 덕풍동 692번지 하남한솔솔파크,풍산동 산 24-3 1,10.0,3.6,Y,N,127.1984999,37.5470999
경기도 하남시,경기도 하남시 덕풍동 692번지 하남한솔솔파크,풍산동 산 24-3 2,7.5,3.4,Y,N,127.1984999,37.5470999
경기도 하남시,경기도 하남시 덕풍동 780,덕풍동 780 1,10.0,3.6,Y,N,127.2026999,37.5506999
경기도 하남시,경기도 하남시 덕풍동 780,덕풍동 780 2,10.0,3.6,Y,N,127.2026999,37.5506999
경기도 하남시,경기도 하남시 덕풍동 827번지,덕풍동 792,10.0,3.6,Y,N,127.2046613,37.5465096
경기도 하남시,경기도 하남시 하산곡동 431-17,하산곡동 431-17,7.5,2.5,N,N,127.2349999,37.5033999
경기도 하남시,경기도 하남시 덕풍동 산9-2,덕풍동 산9-2,10.0,3.6,N,N,127.1993999,37.5474999
경기도 하남시,경기도 하남시 덕풍동 310-4,덕풍동 310-4,10.0,3.6,Y,N,127.2054999,37.5451999
경기도 하남시,경기도 하남시 덕풍동 316-78,덕풍동 316-78,10.0,3.6,N,N,127.2056999,37.5432999
경기도 하남시,경기도 하남시 덕풍동 316-14,덕풍동 316-14,10.0,3.6,N,N,127.2057999,37.5434999
