cc_name,cc_type,oper_stat,appr_dt,close_dt,bus_yn,appr_cap,curr_cnt,lon,lat
아이누리어린이집,가정,정상,2005-12-01,,미운영,19,5,127.0907636359544,37.19072710865382
하린어린이집,가정,폐지,2004-12-10,2021-03-04,미운영,19,0,126.94784,37.21669833
참맑은어린이집,가정,정상,2005-01-25,,미운영,20,20,126.948656196,37.2232786821
다하어린이집,가정,폐지,2004-10-22,2021-03-26,미운영,20,0,127.0356853,37.21708026
키즈랜드어린이집,가정,폐지,2005-02-01,2019-07-02,미운영,20,0,126.97645094560689,37.2231216768424
참조아어린이집,가정,정상,2005-05-24,,미운영,20,7,127.05266,37.220116
키다리어린이집,가정,폐지,2005-03-09,2017-09-18,미운영,19,0,127.0400531,37.20929606
비바어린이집,가정,폐지,2005-04-11,2016-12-12,미운영,20,0,127.04684146491572,37.20895746714748
열매어린이집,가정,정상,2002-06-27,,미운영,20,20,127.0487181,37.22263906
한사랑어린이집,가정,폐지,2005-01-10,2024-09-02,미운영,20,0,127.04431875217097,37.210210897892125
신안꼬꼬마어린이집,가정,폐지,2005-04-11,2019-02-28,미운영,17,0,126.9380465,37.24009676
단비어린이집,가정,폐지,2008-05-01,2021-03-15,미운영,20,0,127.051528,37.21204222
하은어린이집,가정,폐지,2005-05-24,2020-03-20,미운영,19,0,127.0572128,37.2169481
우리아이어린이집,가정,폐지,2004-10-22,2022-03-24,미운영,20,0,127.03855223418064,37.20421011471361
사랑송송어린이집,가정,정상,2004-10-20,,운영,20,20,126.94784,37.21669833
봉담어린이집,법인·단체등,재개,1998-01-17,,미운영,39,1,126.9490455003328,37.22074870612872
푸른꿈어린이집,가정,폐지,2005-06-27,2022-05-24,미운영,20,0,127.0527373,37.21462722
앙팡어린이집,가정,폐지,2004-07-08,2021-03-26,미운영,20,0,127.0438176906716,37.21649860998024
시립화성어린이집,국공립,정상,1998-11-23,,미운영,47,37,127.01511768021072,37.20662663599484
신일은초롱어린이집,가정,정상,2006-03-10,,미운영,20,8,126.97742170938764,37.21721819388467
우림숲어린이집,민간,정상,2001-07-31,,운영,26,15,126.8037713,37.20390978
한승솔뫼어린이집,가정,폐지,2005-12-23,2015-10-21,미운영,19,0,127.013857,37.20794279
남양어린이집,민간,정상,1994-07-23,,운영,49,37,126.8144826,37.2094897
푸우친구어린이집,민간,정상,2005-09-01,,운영,124,50,126.7864284,37.05016413
화성자연어린이집,민간,폐지,1997-12-20,2019-03-19,운영,49,0,127.0367104,37.20885622
으뜸어린이집,민간,정상,1996-04-13,,운영,243,243,127.0162991,37.20675743
다원어린이집,가정,폐지,2006-02-08,2024-07-24,미운영,18,0,127.0426540972586,37.20691186185286
해피아이어린이집,가정,폐지,2006-05-23,2019-02-28,운영,20,0,126.9745477,37.22699141
호반어린이집,가정,폐지,2005-10-14,2020-03-19,미운영,19,0,127.0446191,37.21314009
삼부한빛어린이집,가정,폐지,2007-11-01,2020-10-12,미운영,19,0,127.077634,37.19014085
예지어린이집,가정,정상,2006-01-31,,미운영,20,18,127.0391585496084,37.20910442412218
마야어린이집,민간,폐지,1996-09-25,2021-03-05,운영,106,0,126.8897554,37.14529767
월드다하어린이집,가정,폐지,2005-12-14,2022-03-24,미운영,20,0,127.0572886,37.21683607
홍익어린이집,민간,폐지,1997-11-04,2020-06-10,운영,24,0,126.7389489,37.21357358
아이조아어린이집,가정,폐지,2002-06-17,2015-05-22,운영,20,0,127.0247941,37.19995774
사랑숲어린이집,가정,폐지,2002-05-01,2022-03-21,미운영,20,0,127.0566152,37.23154915
보배로운어린이집,가정,정상,2001-11-01,,미운영,20,14,127.0617494,37.23346691
예린어린이집,가정,정상,2002-05-15,,미운영,19,14,127.0566152,37.23154915
솜사탕어린이집,가정,정상,2001-09-26,,미운영,20,19,126.9034658590458,37.1301390375906
또래어린이집,가정,정상,1991-11-22,,운영,11,10,126.9309031,37.16048545
코원어린이집,민간,정상,1997-02-11,,미운영,194,0,126.909429,37.13049513
신나는어린이집,가정,정상,2005-03-03,,미운영,20,17,127.0247941,37.19995774
햇살어린이집,가정,폐지,2002-02-18,2021-03-31,운영,20,0,127.03754977412652,37.19985655552013
또래나라어린이집,가정,폐지,2002-04-30,2022-03-17,미운영,20,0,126.9745477,37.22699141
꼬마아띠어린이집,민간,정상,1998-04-02,,운영,39,36,126.9397409,37.15421124
산들어린이집,민간,폐지,1997-02-05,2019-02-28,운영,85,0,126.9333578,37.16206105
신안아이슐레어린이집,민간,정상,1999-12-22,,운영,29,29,126.94790357786684,37.21665023860452
대창아이사랑어린이집,가정,폐지,1997-11-24,2023-03-10,미운영,19,0,127.0385168,37.20624421
마법같은세상어린이집,민간,재개,2001-07-16,,미운영,29,17,126.97361043829537,37.22627835070457
두리어린이집,가정,폐지,1999-09-09,2023-12-22,미운영,16,0,127.0402388,37.20725929
늘푸른어린이집,가정,정상,1993-01-05,,운영,18,10,126.9952309,37.22361389
아름드리미술어린이집,민간,폐지,1997-01-29,2019-12-13,운영,129,0,126.9796539,37.22210476
은하수어린이집,가정,정상,2001-12-27,,미운영,16,8,127.0402388,37.20725929
꼬마숲어린이집,가정,폐지,2000-09-27,2020-06-29,미운영,20,0,127.0422972,37.20457807
아띠어린이집,가정,폐지,2002-01-12,2019-05-29,미운영,20,0,127.067364,37.23300485
별빛어린이집,가정,폐지,2001-10-08,2021-11-16,미운영,20,0,127.04151417926668,37.19888209650048
하늘땅어린이집,민간,정상,2007-04-06,,운영,80,57,127.0179129,37.21036077
해오름어린이집,민간,폐지,1997-02-26,2014-02-17,미운영,36,0,127.0340374,37.20944359
우주어린이집,가정,정상,2002-11-23,,미운영,19,14,127.05039443208273,37.19858941413345
진주숲어린이집,민간,정상,2005-01-31,,운영,207,140,126.9360183,37.22434475
다섯콩어린이집,가정,정상,2004-02-24,,미운영,20,6,127.047516,37.22233
풍성사랑어린이집,민간,정상,2004-12-28,,미운영,37,34,126.98564,37.22253
아이젠어린이집,민간,폐지,1998-07-21,2022-03-07,운영,89,0,126.8989795,37.11270462
예솜몬테소리어린이집,가정,폐지,2003-07-05,2024-01-18,미운영,15,0,126.98564,37.22253
에덴몬테소리어린이집,민간,폐지,2002-01-26,2012-01-25,,28,0,126.8290772,37.085604
장안어린이집,민간,정상,1998-09-19,,운영,90,58,126.8290579,37.08210756
동화세상어린이집,가정,폐지,2010-08-26,2016-12-21,미운영,20,0,127.0566152,37.23154915
예쁜어린이집,가정,정상,2003-08-06,,미운영,20,15,127.04914711234738,37.19882195905216
성지어린이집,민간,폐지,1999-03-06,2017-08-01,운영,39,0,126.8094476,37.07018277
성심어린이집,민간,폐지,1999-12-06,2025-07-02,운영,67,0,126.91542516577888,37.119828961783846
통통어린이집,민간,폐지,2006-02-14,2021-03-18,운영,122,0,127.026345,37.13844979
별통통어린이집,가정,폐지,2006-06-20,2020-03-19,운영,20,0,127.02813127101372,37.13431989025069
대광아이사랑어린이집,가정,정상,2004-01-29,,미운영,16,6,126.8358843,37.19437913
대한어린이집,민간,폐지,2000-12-01,2018-04-23,운영,35,0,126.7726032,37.03938806
새봄이어린이집,민간,폐지,2000-03-14,2022-04-11,미운영,27,0,126.97139322530109,37.22691893146845
숲사랑어린이집,민간,정상,1997-05-20,,운영,39,34,126.8135554,37.20877577
해창이레어린이집,민간,정상,1999-12-06,,운영,132,107,126.880591,37.11019499
예솔어린이집,민간,폐지,2001-11-01,2021-03-02,운영,30,0,127.0385892,37.19920184
해뜨는어린이집,민간,정상,2002-04-04,,미운영,23,19,127.051528,37.21204222
오누이어린이집,민간,폐지,1998-05-21,2018-01-15,운영,99,0,127.0375975,37.21103597
금반숲어린이집,가정,정상,2006-05-17,,미운영,20,8,127.0709523183883,37.188023052362965
상춘어린이집,민간,폐지,2003-06-30,2023-03-10,운영,69,0,126.7647624,37.21577299
해뜨는숲속어린이집,가정,폐지,2005-11-16,2021-06-30,미운영,20,0,127.051528,37.21204222
까꿍어린이집,가정,폐지,2004-08-16,2019-07-26,미운영,19,0,126.94784,37.21669833
성호어린이집,민간,폐지,2003-06-20,2022-08-29,미운영,32,0,127.0247941,37.19995774
리라어린이집,민간,정상,2001-04-02,,미운영,30,28,127.0422972,37.20457807
아이랜드어린이집,민간,정상,2003-03-10,,운영,70,67,126.8155889,37.07558144
지혜샘어린이집,민간,정상,2002-05-08,,미운영,33,26,127.0596886,37.23416063
기아어린이집,민간,폐지,2002-09-17,2018-06-28,운영,39,0,126.7928775,37.06148462
대광아이뜰어린이집,가정,정상,2006-01-16,,미운영,19,14,126.8178927,37.19786385
해달별어린이집,민간,폐지,2001-11-26,2017-03-31,운영,93,0,127.0293803,37.1477209
디에스어린이집,직장,폐지,2003-02-18,2014-09-25,운영,94,0,127.0774435,37.16700451
아해뜰어린이집,민간,정상,2002-09-17,,운영,127,125,126.9831694,37.20716701
천천어린이집,민간,폐지,2002-10-13,2024-04-08,운영,39,0,126.9462008,37.24462095
아이랜드조이풀어린이집,민간,폐지,2003-02-11,2021-11-12,운영,49,0,126.9538149,37.22330846
다나어린이집,민간,재개,2002-09-24,,운영,36,34,126.9745477,37.22699141
나래어린이집,민간,폐지,1999-04-01,2018-09-04,운영,159,0,126.9824517,37.17032419
아이눈높이어린이집,민간,폐지,2004-07-08,2021-08-02,운영,95,0,126.9765757,37.21742228
참사랑어린이집,민간,정상,2001-12-15,,운영,99,77,126.8186522,37.18779917
종이비행기어린이집,민간,정상,2006-07-04,,운영,153,0,127.0375484,37.21712335
현대물댄동산어린이집,민간,정상,2003-02-20,,미운영,34,11,127.0566152,37.23154915
두레어린이집,법인·단체등,정상,1994-05-14,,운영,75,65,126.7957129,37.05723323
다빛어린이집,민간,폐지,2001-02-28,2017-08-03,운영,99,0,127.0126776,37.20966216
아이뜰어린이집,민간,정상,2003-03-24,,미운영,21,5,127.0617494,37.23346691
숲어린이집,민간,정상,2010-01-19,,미운영,27,10,127.0429283,37.20026963
루비나어린이집,민간,폐지,2001-04-04,2018-08-24,운영,39,0,126.9917571,37.12038099
피피쿠스어린이집,민간,폐지,2004-04-03,2020-06-19,운영,48,0,126.9759276,37.21760771
빛고은어린이집,가정,정상,2008-03-20,,미운영,20,7,127.0446979,37.21645675
아이어린이집,가정,폐지,2003-06-30,2020-03-06,운영,20,0,126.9332924,37.17617156
신창미션힐어린이집,민간,정상,2005-01-25,,미운영,30,20,127.03855,37.20421
마리아의종어린이집,민간,폐지,2004-02-20,2021-03-08,운영,64,0,126.9556629,37.20989948
해그림어린이집,민간,폐지,2004-05-24,2019-11-07,미운영,36,0,127.0411205,37.2177074
대광어린이집,민간,정상,2005-06-15,,운영,48,40,126.8358843,37.19437913
예원어린이집,민간,정상,2004-10-26,,운영,130,44,126.8230221,37.169867
펀키즈어린이집,민간,정상,2006-04-19,,미운영,30,18,127.04435,37.226986
네오숲어린이집,민간,정상,2003-07-31,,운영,120,65,126.9735775,37.2267361
한승열린어린이집,가정,정상,2006-05-23,,운영,20,20,127.0130542271261,37.208378524079706
별하어린이집,민간,폐지,2004-12-28,2021-11-15,미운영,23,0,127.0487181,37.22263906
별빛숲어린이집,가정,정상,2004-06-28,,미운영,20,1,127.0498733,37.21246238
정든어린이집,민간,정상,2005-06-02,,미운영,32,17,127.04684146491572,37.20895746714748
아마데우스어린이집,민간,정상,2005-02-01,,미운영,28,17,127.0446191,37.21314009
초롱어린이집,민간,폐지,2004-02-27,2022-10-28,미운영,36,0,126.9008346,37.13101318
사랑마을어린이집,민간,폐지,2004-10-15,2022-04-11,운영,39,0,126.9757295,37.21851339
느치미관리동어린이집,가정,정상,2004-06-21,,미운영,20,16,127.0415993,37.20898508
엔젤어린이집,가정,폐지,2004-06-28,2024-03-27,미운영,20,0,127.0422684,37.21612175
토마토어린이집,민간,폐지,2003-09-30,2018-07-11,운영,90,0,126.8368829,37.09039534
사강어린이집,민간,정상,2004-03-02,,운영,90,47,126.7311124,37.21408819
무지개어린이집,민간,정상,2004-07-23,,운영,120,118,126.941802,37.19128255
우정아름드리어린이집,민간,폐지,2005-11-20,2021-04-30,운영,39,0,126.8022533,37.06808828
재크와콩나무어린이집,민간,정상,2006-04-10,,운영,92,79,127.045052,37.2092815
수정어린이집,가정,폐지,2004-08-27,2021-06-08,미운영,20,0,126.9498616,37.22293647
사랑담아어린이집,가정,정상,2006-08-10,,미운영,20,20,127.05963402148583,37.23133376829478
한승어린이집,가정,폐지,2006-01-19,2022-03-21,미운영,19,0,127.013857,37.20794279
마도어린이집,법인·단체등,폐지,1996-01-19,2022-04-22,운영,57,0,126.7743606,37.20413895
석포어린이집,법인·단체등,정상,1996-06-08,,운영,51,10,126.8342157,37.13392882
다사랑어린이집,민간,폐지,2006-05-25,2022-07-12,운영,81,0,126.9268785463,37.2510771253
영웅어린이집,가정,폐지,2005-06-05,2013-05-29,미운영,18,0,126.9497043,37.22192946
아이세상어린이집,가정,폐지,2004-03-17,2023-03-01,미운영,20,0,127.05293739702034,37.20767901219641
베이비캐슬어린이집,가정,폐지,2005-02-01,2018-04-17,미운영,20,0,126.97645094560689,37.2231216768424
병점햇살어린이집,가정,폐지,2005-04-02,2020-03-19,미운영,20,0,127.04391065340045,37.21069085914158
뉴질랜드 어린이집,민간,폐지,2006-03-28,2011-12-29,,49,0,127.0371572,37.20924642
시온어린이집,가정,폐지,2004-05-28,2020-06-19,미운영,19,0,127.0415993,37.20898508
지니어스숲어린이집,민간,재개,2003-01-09,,운영,92,60,126.9754135,37.22180053
향남제약공단어린이집,직장,정상,1999-04-26,,운영,39,12,126.9068475,37.09534026
이엠키즈어린이집,가정,폐지,2004-12-28,2022-04-01,미운영,20,0,127.0468399,37.21017176
이솔어린이집,가정,폐지,2004-07-31,2017-04-25,미운영,20,0,126.98564,37.22253
그린빌어린이집,가정,폐지,2004-07-02,2024-09-05,미운영,20,0,127.04476327508765,37.20751298552632
다솜어린이집,가정,폐지,2004-11-09,2020-03-19,미운영,20,0,127.03855223418064,37.20421011471361
기쁨어린이집,민간,정상,2000-12-07,,운영,111,31,127.037241,37.21612965
꽃마당별마당어린이집,가정,폐지,2005-01-25,2014-07-21,미운영,20,0,126.97645094560689,37.2231216768424
플레이트리어린이집,가정,폐지,1999-01-12,2022-11-01,운영,19,0,126.7394997,37.20728457
꿈누리어린이집,민간,정상,2003-03-14,,운영,27,27,126.9498616,37.22293647
푸우창의존중어린이집,가정,재개,2002-07-03,,미운영,11,3,126.8146363,37.08360879
애기별어린이집,가정,폐지,2001-11-02,2021-03-09,미운영,20,0,127.0596886,37.23416063
사랑가득어린이집,가정,폐지,2006-07-27,2017-03-14,미운영,17,0,127.0438176906716,37.21649860998024
선한어린이집,가정,폐지,2004-02-09,2022-03-18,미운영,20,0,127.0487181,37.22263906
초록나무어린이집,가정,폐지,2005-11-10,2017-08-03,미운영,19,0,126.9745477,37.22699141
예닮어린이집,법인·단체등,폐지,1997-02-26,2018-03-22,운영,39,0,126.9095302,37.1415588
동탄어린이집,사회복지법인,정상,1999-04-01,,운영,99,81,127.0750647,37.18322921
예랑어린이집,가정,재개,2004-06-17,,미운영,20,14,127.0488325,37.21343532
하늘다솜어린이집,가정,정상,2004-10-29,,미운영,20,14,127.0473443,37.21503542
나리찬어린이집,가정,폐지,2002-03-20,2021-09-10,미운영,20,0,127.0423175,37.19842195
해피트리어린이집,민간,정상,2005-01-25,,미운영,38,12,126.97645094560689,37.2231216768424
아이린어린이집,가정,폐지,2006-04-17,2024-03-13,미운영,20,0,127.04271279225658,37.2041203846306
열린예술어린이집,가정,정상,1998-07-04,,미운영,20,18,127.0402388,37.20725929
푸르메어린이집,가정,폐지,2006-09-12,2021-03-15,미운영,19,0,126.9764494,37.21576499
스마일키즈어린이집,가정,폐지,2006-09-11,2017-10-11,미운영,19,0,127.0487181,37.22263906
미소어린이집,가정,폐지,2006-09-14,2021-08-11,미운영,20,0,127.06123092638744,37.23288635829096
파란나라어린이집,가정,폐지,2004-09-07,2019-04-23,미운영,20,0,126.98564,37.22253
아이큰숲어린이집,민간,정상,2003-12-02,,운영,99,97,126.9672694,37.21806508
한별어린이집,가정,정상,2005-01-25,,미운영,16,14,127.04106388406072,37.215995009021896
따스한햇살어린이집,가정,정상,2008-02-20,,미운영,20,19,127.0907636359544,37.19072710865382
신일아이사랑어린이집,가정,폐지,2006-10-23,2020-11-04,운영,20,0,126.9780668,37.21580239
큰별어린이집,가정,폐지,2006-11-13,2017-02-28,미운영,20,0,127.0217079,37.20429178
예쁜아이어린이집,가정,폐지,2006-11-21,2020-03-19,미운영,20,0,127.0030551,37.19272123
금강사랑어린이집,가정,폐지,2006-11-21,2016-01-14,미운영,20,0,126.8014006,37.21085743
잼잼어린이집,가정,폐지,2006-12-18,2014-02-17,미운영,12,0,127.0473443,37.21503542
주향어린이집,민간,폐지,2006-12-05,2017-03-24,운영,39,0,126.9518847,37.2429278
별나라어린이집,가정,폐지,2006-12-26,2014-07-02,운영,11,0,126.8146905,37.08308489
오렌지어린이집,가정,폐지,2006-11-24,2022-03-10,미운영,19,0,127.051528,37.21204222
메르디앙어린이집,가정,폐지,2007-12-17,2024-04-12,미운영,19,0,127.03626090325044,37.21578212696295
큰나래어린이집,가정,정상,2006-01-04,,미운영,19,19,126.97031514330352,37.21041370011599
우리꿈어린이집,민간,폐지,2006-12-28,2019-04-09,운영,83,0,127.0649816,37.2270758
우림솔지어린이집,민간,정상,2007-01-16,,미운영,39,39,126.9101789,37.13094177
토리어린이집,가정,정상,2007-02-05,,미운영,20,15,127.05132677140264,37.21975919386868
선명어린이집,가정,폐지,2007-02-26,2020-01-10,미운영,16,0,127.051384,37.22
노란풍선어린이집,가정,폐지,2007-02-13,2020-04-07,미운영,19,0,127.036761,37.21285478
화성시청햇살어린이집,직장,정상,2007-03-02,,미운영,99,67,126.8315217,37.1993624
아름다운어린이집,민간,폐지,2007-02-20,2022-04-05,운영,42,0,127.05386,37.22026532
동탄사임당 어린이집,가정,폐지,2007-03-08,2023-03-01,미운영,20,0,127.06976,37.199253
미래아이어린이집,가정,폐지,2006-12-27,2022-01-05,미운영,20,0,127.0455139,37.2186656
아기까꿍어린이집,가정,정상,2007-03-02,,미운영,16,12,127.0698662511393,37.20716204476757
솔로몬어린이집,민간,폐지,2007-02-28,2020-08-31,운영,106,0,126.9005931,37.12865007
지혜뜰어린이집,민간,폐지,2007-03-07,2019-02-12,운영,39,0,127.038129,37.21319119
예원키즈피아 어린이집,가정,폐지,2007-03-12,2020-08-20,운영,20,0,126.8358843,37.19437913
kcc푸른숲어린이집,가정,폐지,2007-03-06,2025-03-04,미운영,19,0,127.06863441869675,37.21028039936673
미피와친구들 어린이집,가정,폐지,2007-02-28,2016-04-14,미운영,19,0,127.0198205,37.21748258
아이토마토어린이집,가정,정상,2007-03-02,,미운영,20,20,127.06961572248416,37.20729284460639
돌담어린이집,민간,폐지,2007-02-28,2019-03-26,운영,84,0,126.9381836,37.17419434
아이온어린이집,가정,정상,2007-03-09,,미운영,20,9,127.05000557457915,37.21954350730213
다정어린이집,가정,폐지,2007-03-12,2025-03-25,미운영,18,0,127.0387814,37.20944974
종이나라몬테소리어린이집,가정,정상,2007-03-22,,미운영,19,18,127.06974,37.200356
솔샘어린이집,가정,정상,2007-03-09,,미운영,20,17,127.051384,37.22
동문다솜어린이집,민간,정상,2007-03-21,,미운영,28,18,127.0217079,37.20429178
하늘꿈어린이집,가정,정상,2007-03-21,,미운영,20,10,127.06853093940808,37.20049504610397
한빛어린이집,가정,정상,2007-03-29,,미운영,20,3,127.07121819539148,37.20730090253876
꼬마요정어린이집,가정,정상,2007-03-30,,미운영,18,17,127.06686,37.20083
유성어린이집,가정,폐지,2007-03-20,2022-03-14,미운영,17,0,127.06727407632462,37.20581196908238
다온어린이집,민간,정상,2007-04-03,,미운영,22,16,126.96996570760476,37.21092360648702
놀이스쿨어린이집,가정,폐지,2007-04-02,2022-03-17,미운영,20,0,127.06674910373486,37.20616119006052
예꼬어린이집,가정,정상,2007-03-26,,미운영,20,14,127.06717,37.205265
딸기어린이집,가정,정상,2007-03-27,,미운영,20,20,127.0697643457138,37.199254478944326
좋은씨앗어린이집,가정,정상,2007-04-13,,미운영,20,20,127.06948239928823,37.20163995371648
계명어린이집,가정,폐지,2007-04-11,2020-11-19,미운영,20,0,127.06983807515992,37.20103491372063
키즈엔젤어린이집,가정,폐지,2007-04-23,2020-02-29,미운영,20,0,127.0715564,37.20771344
사랑나무어린이집,가정,폐지,2007-04-24,2017-09-11,미운영,19,0,127.0102116,37.20629402
아기사랑어린이집,가정,폐지,2007-04-27,2021-04-24,미운영,20,0,127.0617494,37.23346691
해피성심어린이집,민간,정상,2007-04-30,,운영,139,56,127.0180019,37.20810247
예닮영재어린이집,가정,폐지,2007-05-01,2025-06-02,미운영,19,0,127.07141,37.206547
꿈에그린어린이집,가정,정상,2007-05-08,,미운영,20,18,127.06696,37.207756
즐거운해랑어린이집,가정,폐지,2007-05-30,2024-07-16,미운영,20,0,127.051384,37.22
늘품어린이집,가정,폐지,2007-04-27,2023-05-01,미운영,19,0,127.0695506,37.19940491
아이햇살어린이집,가정,폐지,2007-05-11,2017-07-12,미운영,19,0,127.06696,37.207756
맑은샘어린이집,가정,폐지,2007-05-15,2021-05-07,미운영,19,0,127.06717,37.205265
도토리속의숲어린이집,가정,정상,2007-06-01,,미운영,20,13,127.06717,37.205265
스위첸어린이집,민간,정상,2007-05-11,,미운영,22,15,127.0689101,37.20954352
포도나무몬테소리어린이집,가정,폐지,2007-06-01,2018-05-31,미운영,19,0,126.9703412,37.22624395
삼부토리어린이집,가정,정상,2007-06-18,,미운영,20,15,127.0713534151138,37.2073413684452
하늘나무어린이집,가정,정상,2007-06-13,,미운영,19,18,127.0400531,37.20929606
향기어린이집,가정,폐지,2007-06-20,2020-03-17,미운영,17,0,127.0083524,37.20898986
푸른샘어린이집,가정,폐지,2007-06-25,2022-03-15,미운영,20,0,127.06483,37.20313
노리하우스어린이집,가정,정상,2007-06-27,,미운영,20,20,127.06638659257897,37.20217222307246
앵두어린이집,가정,정상,2007-07-02,,미운영,20,20,127.06483,37.20313
천재어린이집,가정,폐지,2007-07-02,2017-10-12,미운영,19,0,127.0102116,37.20629402
미소지움아이사랑어린이집,가정,정상,2007-06-22,,미운영,20,15,126.9127986900072,37.13932583500488
동남다솜어린이집,가정,정상,2007-07-10,,미운영,19,16,126.9498616,37.22293647
고은햇살어린이집,가정,정상,2007-07-10,,미운영,15,13,127.04106388406072,37.215995009021896
아기천사어린이집,가정,폐지,2007-07-11,2017-10-24,미운영,20,0,127.06483,37.20313
신성푸른숲어린이집,가정,폐지,2007-07-09,2019-02-28,미운영,19,0,126.9124395,37.13930036
어울림어린이집,민간,재개,2007-07-20,,미운영,25,25,127.06716995364604,37.20526418920807
송산예랑어린이집,민간,폐지,2007-08-11,2022-11-08,운영,141,0,127.0150238,37.2093609
성원어린이집,민간,정상,2007-08-01,,미운영,36,33,127.07178875698791,37.20609315017572
한화꿈꾸는i어린이집,민간,정상,2007-08-02,,미운영,30,2,127.06675204765588,37.20784413378016
아침해어린이집,민간,폐지,2007-08-01,2024-12-02,운영,96,0,127.0125391,37.21017553
